-44.10935	174.27127	7.615611	3.4028235E38
54.416164	-191.63937	6.5194316	378.9447
3.3074923	-8.156693	-188.09409	271.7179
76.13549	7.1506014	180.62856	265.14746
-156.83629	-47.507824	4.1378303	248.80801
183.50603	8.608589	-32.198795	238.38213
-93.35137	2.9066336	173.644	169.68379
-139.59431	3.4428291	-138.71542	151.63683
105.20071	125.85491	2.574309	145.21567
1.5498006	-143.66928	-118.0105	143.53984
-164.03601	93.12232	3.2680678	140.817
-89.61051	-169.06009	2.16972	138.91771
8.787561	142.50533	-111.87563	134.48166
9.365293	-100.23207	150.10048	130.08176
158.57573	-115.34518	7.77921	129.11858
6.2357445	106.075134	139.86165	127.80445
117.01072	5.538075	-145.09631	122.33061
141.92743	6.060384	96.97524	106.431404
-169.97447	2.8868585	87.71693	98.476906
4.537106	-149.49654	69.52819	90.74163
-180.27815	6.043001	-65.50887	83.79221
4.6507125	67.80113	-148.22258	83.18011
1.040718	-20.514074	184.12543	80.10485
7.2641044	169.27435	92.9896	78.69045
1.0625058	-157.00076	-41.176674	77.983345
9.833643	192.8485	-38.008545	73.05151
165.87093	90.55874	9.930485	70.574844
-164.84424	22.156708	2.894231	70.13431
168.77914	-47.424225	8.115051	68.68391
-116.50678	139.94044	5.568411	66.75519
-135.21011	-124.266594	8.260452	64.20964
-50.592987	4.053579	-162.0193	61.108482
155.25493	6.595155	-86.18212	60.9621
-16.761316	-190.83864	4.0324316	59.21616
-117.5648	0.6372571	121.16212	57.842785
92.25428	-150.37616	8.738193	56.029446
64.82709	0.42948544	-162.30505	55.184868
2.893033	73.094055	181.68896	53.37087
0.46239376	-109.6562	-157.79207	52.351177
125.44787	7.482177	145.41144	51.182636
160.34941	24.767834	8.891394	49.85733
5.0242066	27.476677	192.36478	46.898403
-187.66106	0.7594961	36.756195	46.098595
0.33575416	-157.67993	112.66638	44.10808
27.59507	6.0455136	161.22614	43.98776
9.770948	191.20314	55.000088	43.935852
-5.007596	191.52806	2.5989552	43.033833
190.83064	56.296604	2.693001	43.00305
92.218025	164.85661	0.8368099	41.142456
172.03119	5.0243444	70.2765	40.250874
8.567062	-142.95401	-78.575615	40.06075
-51.029175	-163.56306	3.4416194	38.991722
7.2028675	-75.242966	179.84862	38.911224
0.23510933	156.10341	-45.505466	38.71094
49.50042	-153.95685	0.26836038	38.51251
87.816536	1.3561904	141.04419	38.376007
147.23427	-78.647865	6.618395	37.96495
-190.93277	4.7169228	-15.958726	36.608627
-86.522644	0.59983194	-165.62294	36.274715
-154.5787	5.5382156	-106.42279	35.66142
6.4338803	34.07131	-157.80931	35.111053
188.35612	4.942243	2.610808	34.883747
8.543013	140.55992	111.25918	34.05777
2.0345604	-182.29501	31.063816	34.014324
-131.96959	9.0522175	91.56842	33.971996
-17.91205	9.950609	174.96857	33.702568
-106.07798	7.1555905	-139.73903	33.096313
6.254527	73.31877	144.01395	33.0185
1.6758579	-185.4525	-25.716288	32.38674
-151.50044	-78.74383	0.7103449	31.873293
-151.49178	64.29682	2.1214657	31.457623
12.553071	-173.9404	4.723365	29.567854
-146.25826	115.60073	7.1063523	28.9147
7.87622	4.536781	-162.52618	28.90874
169.32928	3.639325	-56.272938	28.376715
131.65677	123.44969	9.319277	27.408081
91.716606	3.363895	-157.89796	27.405828
8.486196	-165.84126	-103.63172	27.321411
0.41765988	137.21767	-87.05575	26.721552
117.80141	6.7480526	119.95933	26.586035
3.2119746	-176.24199	-57.966843	25.627228
-180.05275	42.566967	5.1200147	25.55057
-105.95674	162.0956	0.2121687	25.116596
-173.7781	0.8283639	12.653713	25.098999
-95.60677	7.9928837	129.65497	24.665533
-110.38319	5.5769835	156.08104	24.610384
3.5729969	-32.000366	-187.68803	23.848608
0.74456275	19.186102	-179.4693	23.506006
165.3627	1.2428492	5.7503643	23.499783
7.358711	-140.37875	-140.47844	23.438843
6.7860813	144.27301	88.430145	23.195658
-64.97785	-146.76588	1.3541538	21.933271
-159.60303	2.6371174	-60.119648	21.635723
-65.3473	177.36887	8.551731	21.48306
-72.832726	0.8342761	172.30995	20.666136
-192.08896	4.421837	-48.751694	20.565174
35.31187	-187.30504	4.166653	19.730587
6.707719	-143.0888	101.09791	19.680763
-121.55071	9.665033	138.18088	19.672989
9.20611	-144.23785	-100.11053	19.476944
93.91979	141.15111	6.169241	19.343117
